USA ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Jiangsu,,82051200,2072,39600,36,1.290161892901619,
Zhejiang,,56939300,1399,40700,37,0.8711083437110835,
Guizhou,,38760000,570,68000,62,0.3549190535491905,
Jiangxi,,63369600,984,64400,59,0.6127023661270237,
Liaoning,,42882100,751,57100,52,0.4676214196762142,
Fujian,,38880100,829,46900,43,0.5161892901618929,
Shaanxi,,39114000,492,79500,73,0.30635118306351183,
Inner Mongolia,,24656400,54,456600,418,0.033623910336239106,
Ānhuī Shĕng,,61000000,1128,54100,19,0.7023661270236613,
,,,,,,,
,,,,,,,
Vietnam,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Angiang as Control,
An Giang,900000,1904532,1171,1627,0.22,1,
Bà Rịa–Vũng Tàu,780000,1148313,1135,1012,0.14,0.9692570452604612,
Bắc Giang,260000,1859411,1596,1165,0.16,1.362937660119556,
Bắc Kạn,960000,320868,172,1868,0.25,0.14688300597779674,
Bạc Liêu,260000,1011721,1081,936,0.13,0.9231426131511529,
Bắc Ninh,160000,1488250,2536,587,0.08,2.165670367207515,
Bến Tre,930000,1288511,1234,1044,0.14,1.053800170794193,
Bình Dương,750000,2603994,2133,1221,0.17,1.821520068317677,
Bình Định,590000,1487009,617,2410,0.33,0.5269000853970965,
Bình Phước,830000,1055423,194,5445,0.74,0.16567036720751493,
Bình Thuận,770000,1244665,332,3748,0.51,0.28351836037574724,
Cà Mau,970000,1521894,1114,1366,0.19,0.9513236549957301,
Cần Thơ,900000,1235171,1697,728,0.1,1.4491887275832622,
Cao Bằng,270000,530341,183,2899,0.4,0.15627668659265584,
Đà Nẵng,550000,1134310,3437,330,0.05,2.9350982066609737,
Đắk Lắk,630000,2134725,388,5503,0.75,0.33134073441502987,
Đắk Nông,650000,733705,311,2359,0.32,0.2655849701110162,
Điện Biên,320000,615205,129,4758,0.65,0.11016225448334757,
Đồng Nai,810000,3450484,1066,3236,0.44,0.910333048676345,
Đồng Tháp,870000,1675821,1006,1666,0.23,0.8590947907771136,
Gia Lai,600000,1641829,220,7464,1.02,0.18787361229718189,
Hà Giang,310000,903662,237,3814,0.52,0.20239111870196413,
Hà Nam,400000,1012227,2295,441,0.06,1.959863364645602,
Hà Nội,100000,8418883,6169,1364,0.19,5.268146883005977,
Hà Tĩnh,480000,1288866,373,3456,0.47,0.318531169940222,
Hải Dương,170000,1936371,2273,852,0.12,1.9410760034158838,
Hải Phòng,180000,2093452,3572,586,0.08,3.050384286934244,
Hậu Giang,910000,983012,1067,921,0.13,0.9111870196413322,
Hòa Bình,350000,876883,309,2839,0.39,0.26387702818104186,
Hưng Yên,170000,1290083,2565,503,0.07,2.1904355251921435,
Khánh Hòa,570000,1256098,522,2408,0.33,0.4457728437233134,
Kiên Giang,910000,1926320,538,3581,0.49,0.4594363791631085,
Kon Tum,580000,540438,142,3808,0.52,0.12126387702818105,
Lai Châu,300000,473366,110,4302,0.59,0.09393680614859094,
Lâm Đồng,670000,1615647,322,5032,0.69,0.2749786507258753,
Lạng Sơn,240000,781655,239,3273,0.45,0.2040990606319385,
Lào Cai,330000,743127,225,3309,0.45,0.19214346712211786,
Long An,850000,2088029,1060,1970,0.27,0.9052092228864219,
Nam Định,420000,1780393,2010,886,0.12,1.7164816396242528,
Nghệ An,460000,3327791,429,7758,1.06,0.3663535439795047,
Ninh Bình,430000,1035915,1314,788,0.11,1.1221178479931682,
Ninh Thuận,590000,603042,370,1631,0.22,0.31596925704526047,
Phú Thọ,290000,1463726,1022,1433,0.2,0.8727583262169086,
Phú Yên,620000,903520,286,3163,0.43,0.24423569598633646,
Quảng Bình,470000,913705,228,4014,0.55,0.19470538001707943,
Quảng Nam,510000,1549658,396,3909,0.53,0.3381725021349274,
Quảng Ngãi,530000,1319167,574,2299,0.31,0.4901793339026473,
Quảng Ninh,200000,1488678,655,2273,0.31,0.5593509820666097,
Quảng Trị,520000,661937,219,3022,0.41,0.1870196413321947,
Sóc Trăng,950000,1621783,1071,1515,0.21,0.9146029035012809,
Sơn La,360000,1255826,248,5066,0.69,0.21178479931682323,
Tây Ninh,840000,1251400,393,3186,0.43,0.33561058923996584,
Thái Bình,410000,1860447,2066,901,0.12,1.7643040136635355,
Thái Nguyên,240000,1391118,1041,1337,0.18,0.8889837745516652,
Thanh Hóa,440000,3673173,801,4586,0.63,0.6840307429547395,
Thừa Thiên–Huế,530000,1260998,366,3447,0.47,0.3125533731853117,
Tiền Giang,860000,1786403,1280,1396,0.19,1.0930828351836037,
TP HCM (Hồ Chí Minh City),700000,9166800,12720,721,0.1,10.862510674637063,
Trà Vinh,940000,1012970,1121,904,0.12,0.9573014517506405,
Tuyên Quang,220000,803915,232,3461,0.47,0.1981212638770282,
Vĩnh Long,890000,1022791,1365,749,0.1,1.165670367207515,
Vĩnh Phúc,280000,1151154,1411,816,0.11,1.2049530315969257,
Yên Bái,320000,900804,258,3489,0.48,0.22032450896669514,
,,,,,,,
,,,,,,,
Indonesia,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Aceh as Control ,
Aceh,23000,5460000,316,17280,6.12,1,
North Sumatra,20100,14700000,646,22760,8.06,2.0443037974683542,
West Sumatra,25100,5640000,474,11900,4.21,1.5,
Riau,28200,6700000,228,29410,10.41,0.7215189873417721,
Jambi,36100,3650000,179,20390,7.22,0.5664556962025317,
South Sumatra,30100,8520000,307,27780,9.83,0.9715189873417721,
Bengkulu,38100,2010000,372,5410,1.92,1.1772151898734178,
Lampung,35100,9010000,766,11770,4.17,2.4240506329113924,
Bangka Belitung,33100,1560000,252,6180,2.19,0.7974683544303798,
Riau Islands,29100,2120000,280,7570,2.68,0.8860759493670886,
Jakarta,10100,10560000,15730,672,0.24,49.778481012658226,
West Java,40100,48600000,3339,14550,5.15,10.566455696202532,
Central Java,50100,37000000,2740,13500,4.78,8.670886075949367,
Yogyakarta,55200,4010000,2213,1810,0.64,7.003164556962025,
East Java,60100,40670000,2112,19270,6.82,6.6835443037974684,
Banten,42100,12000000,2164,5540,1.96,6.848101265822785,
Bali,80300,4290000,2003,2140,0.76,6.3386075949367084,
West Nusa Tenggara,83100,5320000,388,13710,4.85,1.2278481012658229,
East Nusa Tenggara,85100,5440000,274,19850,7.03,0.8670886075949367,
West Kalimantan,78100,5650000,84,67310,23.83,0.26582278481012656,
Central Kalimantan,73100,2720000,42,64380,22.78,0.13291139240506328,
South Kalimantan,70100,4130000,218,18970,6.72,0.689873417721519,
East Kalimantan,76100,3770000,36,105800,37.45,0.11392405063291139,
North Kalimantan,77400,710000,20,35570,12.59,0.06329113924050633,
West Sulawesi,91300,1510000,156,9690,3.43,0.4936708860759494,
South Sulawesi,90100,9460000,574,16490,5.84,1.8164556962025316,
Southeast Sulawesi,93200,2780000,155,17900,6.34,0.49050632911392406,
Central Sulawesi,94100,3070000,70,43590,15.43,0.22151898734177214,
Gorontalo,96100,1250000,355,3520,1.25,1.1234177215189873,
North Sulawesi,95100,2670000,445,6000,2.12,1.4082278481012658,
Maluku,97200,1870000,46,40100,14.19,0.14556962025316456,
North Maluku,97700,1350000,54,25000,8.85,0.17088607594936708,
West Papua,98300,1050000,28,37270,13.19,0.08860759493670886,
Central Papua,99900,1200000,26,45800,16.21,0.08227848101265822,
South Papua,99600,630000,11,56130,19.87,0.03481012658227848,
Highland Papua,99500,1100000,22,50000,17.71,0.06962025316455696,
Southwest Papua,98400,580000,13,44000,15.57,0.04113924050632911,
,,,,,,,
Thailand ,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Bankok as Control ,
Bangkok,10000,10722815,13776,778,0.28,1,
Central,12000,1525085,1267,1204,0.43,0.09197154471544715,
Central,13000,1594217,1072,1487,0.53,0.07781649245063879,
North,50000,1750000,575,3043,1.08,0.041739256678281066,
Northeast,30000,1540000,392,3927,1.39,0.028455284552845527,
East,20000,1340000,1082,1238,0.44,0.0785423925667828,
South,80000,1500000,392,3825,1.35,0.028455284552845527,
West,70000,900000,256,3516,1.24,0.018583042973286876,
,,,,,,,
Germany ,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Baden-Württemberg as control,
Baden-Württemberg,70xxx–79xxx,11100000,730,13804,4.88,1,
Bavaria (Bayern),80xxx–97xxx,13230000,482,27239,9.64,0.6602739726027397,
Berlin,10xxx–14xxx,3600000,10888,331,0.12,14.915068493150685,
Brandenburg,14xxx–16xxx,2500000,219,11418,4.04,0.3,
Bremen,28xxx,680000,5191,131,0.05,7.110958904109589,
Hamburg,20xxx–22xxx,1900000,6778,280,0.1,9.284931506849315,
Hesse (Hessen),"34xxx–36xxx, 60xxx–65xxx",6300000,746,8078,2.86,1.021917808219178,
Mecklenburg-Vorpommern,17xxx–19xxx,1600000,177,9447,3.34,0.24246575342465754,
Lower Saxony (Niedersachsen),"26xxx–31xxx, 38xxx–39xxx",8000000,412,19479,6.89,0.5643835616438356,
North Rhine-Westphalia (Nordrhein-Westfalen),"32xxx–33xxx, 40xxx–59xxx",17900000,1373,13160,4.66,1.8808219178082193,
Rhineland-Palatinate (Rheinland-Pfalz),"54xxx–56xxx, 66xxx",4100000,555,7672,2.71,0.7602739726027398,
Saarland,66xxx,990000,1050,943,0.33,1.4383561643835616,
Saxony (Sachsen),01xxx–09xxx,4100000,613,6981,2.47,0.8397260273972603,
Saxony-Anhalt (Sachsen-Anhalt),06xxx–07xxx,2170000,227,9695,3.43,0.31095890410958904,
Schleswig-Holstein,24xxx–25xxx,2950000,526,5817,2.06,0.7205479452054795,
Thuringia (Thüringen),07xxx–09xxx,2100000,278,6202,2.19,0.38082191780821917,
,,,,,,,
France,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Île-de-France as Control,
Île-de-France,75xxx–95xxx,12278210,2513,4887,1.73,1,
Auvergne-Rhône-Alpes,01xxx–74xxx,8032377,338,23753,8.41,0.13450059689614008,
Nouvelle-Aquitaine,16xxx–87xxx,6032786,180,33820,11.97,0.07162753680859531,
Occitanie,09xxx–66xxx,6091696,193,31950,11.31,0.07680063668921608,
Provence-Alpes-Côte d'Azur,04xxx–84xxx,5106779,436,11710,4.14,0.17349781138081974,
Grand Est,08xxx–68xxx,5549586,205,27178,9.62,0.0815758058097891,
Hauts-de-France,59xxx–62xxx,6004947,583,10298,3.64,0.23199363310783924,
Bourgogne-Franche-Comté,21xxx–90xxx,2801695,121,23187,8.21,0.048149621965777954,
Normandie,14xxx–76xxx,3330478,246,13545,4.79,0.09789096697174691,
Bretagne,22xxx–56xxx,3430446,330,10505,3.72,0.13131715081575807,
Centre-Val de Loire,18xxx–45xxx,2577435,133,19155,6.78,0.052924791086350974,
Pays de la Loire,44xxx–85xxx,3894336,266,14635,5.18,0.10584958217270195,
Corse,20xxx,351255,104,3367,1.19,0.041384799044966177,
,,,,,,,
Spain ,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Alava as Control,
Álava,01xxx,333340,210.2,1587,0.56,1,
Albacete,02xxx,386464,59.7,6473,2.29,0.2840152235965747,
Alicante,03xxx,1838819,629.6,2921,1.03,2.9952426260704095,
Almería,04xxx,727945,117.6,6192,2.19,0.5594671741198858,
Asturias,33xxx,1018784,288.9,3526,1.25,1.3744053282588011,
Ávila,05xxx,158265,29,5457,1.93,0.13796384395813513,
Badajoz,06xxx,668942,55.6,12029,4.26,0.26450999048525214,
Barcelona,08xxx,5743402,1800.7,3191,1.13,8.566603235014274,
Burgos,09xxx,349725,49.7,7035,2.49,0.23644148430066605,
Cáceres,10xxx,393716,44.7,8810,3.12,0.21265461465271174,
Cádiz,11xxx,1244049,391,3182,1.13,1.8601332064700287,
Cantabria,39xxx,585222,426.7,1372,0.49,2.0299714557564226,
Castellón,12xxx,590616,236.6,2496,0.88,1.1255946717411989,
Ciudad Real,13xxx,495045,50.5,9803,3.47,0.24024738344433874,
Córdoba,14xxx,772464,97.8,7893,2.79,0.4652711703139867,
A Coruña,15xxx,1124530,375.5,2995,1.06,1.7863939105613702,
Cuenca,16xxx,195022,24.1,8093,2.86,0.11465271170313988,
Girona,17xxx,793478,266.2,2982,1.05,1.2664129400570885,
Granada,18xxx,927406,129.7,7150,2.53,0.6170313986679353,
Guadalajara,19xxx,267447,41.9,6387,2.26,0.19933396764985728,
Gipuzkoa,20xxx,723576,840.2,862,0.31,3.997145575642246,
Huelva,21xxx,524278,80.4,6521,2.31,0.38249286393910564,
Huesca,22xxx,224397,21,10684,3.78,0.09990485252140818,
Illes Balears,07xxx,1176659,570.9,2062,0.73,2.7159847764034253,
Jaén,23xxx,623761,82.2,7588,2.69,0.3910561370123692,
La Rioja,26xxx,319892,272,1176,0.42,1.2940057088487156,
Las Palmas,35xxx,1146476,1238.8,925,0.33,5.893434823977165,
León,24xxx,447963,45.3,9891,3.5,0.21550903901046622,
Lleida,25xxx,442104,50,8842,3.13,0.2378686964795433,
Lugo,27xxx,326013,62.6,5209,1.84,0.2978116079923882,
Madrid,28xxx,6661949,2155.2,3091,1.09,10.253092293054234,
Málaga,29xxx,1750387,650.1,2692,0.95,3.092768791627022,
Murcia,30xxx,1563028,394.6,3963,1.4,1.877259752616556,
Navarra,31xxx,661197,168,3937,1.39,0.7992388201712655,
Ourense,32xxx,304280,48.7,6247,2.21,0.2316841103710752,
Palencia,34xxx,160980,38.2,4212,1.49,0.1817316841103711,
Pontevedra,36xxx,940280,488.7,1924,0.68,2.3249286393910564,
Salamanca,37xxx,325898,40.5,8049,2.85,0.19267364414843008,
Santa Cruz de Tenerife,38xxx,1056824,1059.5,998,0.35,5.040437678401522,
Segovia,40xxx,153129,31.7,4829,1.71,0.15080875356803045,
Sevilla,41xxx,1957567,325,6022,2.13,1.5461465271170314,
Soria,42xxx,88884,19.7,4515,1.6,0.09372026641294005,
Tarragona,43xxx,832933,272.3,3059,1.08,1.295432921027593,
Teruel,44xxx,133877,18.4,7287,2.58,0.08753568030447192,
Toledo,45xxx,713453,84.4,8456,2.99,0.40152235965746913,
Valencia,46xxx,2603316,1067.2,2440,0.86,5.0770694576593725,
Valladolid,47xxx,519361,139.7,3719,1.32,0.6646051379638439,
Bizkaia,48xxx,1153670,1082.5,1066,0.38,5.149857278782113,
Zamora,49xxx,163099,28.8,5663,2,0.13701236917221696,
Zaragoza,50xxx,963655,87.2,11053,3.91,0.41484300666032353,
,,,,,,,
,,,,,,,
United Kingdom,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Bedfordshire as Control,No of 10 mile radius areas
Bedfordshire,"LU, MK, SG",669338,1320,507,0.18,1,1.62
Berkshire,"RG, SL",911403,1800,507,0.18,1.3636363636363635,1.62
Buckinghamshire,"HP, MK, SL",808666,1300,626,0.22,0.9848484848484849,2
Cambridgeshire,"CB, PE, SG",852523,620,1376,0.51,0.4696969696969697,4.39
Cheshire,"CH, CW, SK, WA",1054600,1000,1054,0.39,0.7575757575757576,3.36
Cornwall,"PL, TR",568210,350,1610,0.6,0.26515151515151514,5.13
Cumberland,CA,499900,220,2254,0.85,0.16666666666666666,7.18
Derbyshire,"DE, S, SK",1053316,1000,1053,0.39,0.7575757575757576,3.36
Devon,"EX, PL, TQ",1201700,440,2590,0.98,0.3333333333333333,8.26
Dorset,"BH, DT",772268,690,1119,0.42,0.5227272727272727,3.57
Durham,"DH, DL, SR, TS",866846,900,963,0.36,0.6818181818181818,3.07
Essex,"CM, CO, IG, RM, SS",1832752,1280,1432,0.54,0.9696969696969697,4.57
Gloucestershire,GL,915800,750,1221,0.46,0.5681818181818182,3.89
Hampshire,"GU, PO, RG, SO, SP",1844800,1080,1708,0.65,0.8181818181818182,5.46
Herefordshire,HR,192107,230,837,0.31,0.17424242424242425,2.67
Hertfordshire,"AL, EN, HP, SG, WD",1195542,1900,629,0.23,1.4393939393939394,2.01
Huntingdonshire,PE,180400,390,462,0.16,0.29545454545454547,1.48
Kent,"BR, CT, DA, ME, TN",1860200,1200,1550,0.56,0.9090909090909091,4.95
Lancashire,"BB, BL, FY, LA, OL, PR",1498300,1300,1152,0.42,0.9848484848484849,3.68
Leicestershire,LE,712300,1000,712,0.26,0.7575757575757576,2.27
Lincolnshire,"DN, LN, NG, PE",1093100,370,2956,1.12,0.2803030303030303,9.43
London (Middlesex),"E, EC, N, NW, SE, SW, W, WC",8798200,10900,808,0.29,8.257575757575758,2.58
Middlesex,"EN, HA, N, NW, TW, UB, W",2919300,6000,487,0.17,4.545454545454546,1.55
Monmouthshire,NP,505400,530,954,0.36,0.4015151515151515,3.04
Norfolk,"IP, NR, PE",916200,370,2476,0.94,0.2803030303030303,7.9
Northamptonshire,NN,747600,690,1083,0.41,0.5227272727272727,3.45
Northumberland,NE,320500,170,1936,0.73,0.12878787878787878,6.18
Nottinghamshire,NG,1154195,1100,1049,0.39,0.8333333333333334,3.36
Oxfordshire,OX,723800,650,1113,0.42,0.49242424242424243,3.55
Rutland,"LE, PE",41049,290,147,0.05,0.2196969696969697,0.47
Shropshire,"SY, TF",323136,290,1106,0.42,0.2196969696969697,3.53
Somerset,"BA, BS, TA",965424,570,1694,0.64,0.4318181818181818,5.41
Staffordshire,"DE, DY, ST, WS, WV",1131052,1100,1028,0.38,0.8333333333333334,3.29
Suffolk,"CB, CO, IP, NR",758556,420,1807,0.68,0.3181818181818182,5.77
Surrey,"CR, GU, KT, RH, SM, SW, TW",1202680,2100,572,0.21,1.5909090909090908,1.83
Sussex,"BN, GU, PO, RH, TN",1725500,1300,1328,0.5,0.9848484848484849,4.24
Warwickshire,"B, CV",617869,800,772,0.29,0.6060606060606061,2.47
Westmorland,LA,227191,150,1514,0.57,0.11363636363636363,4.84
Wiltshire,"BA, SN, SP, SW",720060,460,1568,0.6,0.3484848484848485,5.01
Worcestershire,"B, DY, GL, WR",597229,890,671,0.24,0.6742424242424242,2.14
Yorkshire (East Riding),"HU, YO",595820,420,1417,0.52,0.3181818181818182,4.53
Yorkshire (North Riding),"DL, TS, YO",802554,220,3648,1.39,0.16666666666666666,11.66
Yorkshire (West Riding),"BD, DN, HD, HG, HX, LS, S, WF, YO",2142400,1200,1785,0.67,0.9090909090909091,5.7
Anglesey,LL,69751,360,193,0.07,0.2727272727272727,0.62
Brecknockshire,LD,43376,80,525,0.2,0.06060606060606061,1.68
Caernarfonshire,LL,122000,260,469,0.17,0.19696969696969696,1.5
Cardiganshire,"SA, SY",74011,130,566,0.21,0.09848484848484848,1.81
Carmarthenshire,SA,185615,170,1092,0.4,0.12878787878787878,3.49
Denbighshire,LL,183800,210,875,0.32,0.1590909090909091,2.8
Flintshire,CH,155100,720,215,0.08,0.5454545454545454,0.69
Glamorgan,"CF, SA",1317000,1200,1098,0.41,0.9090909090909091,3.51
Merionethshire,LL,62937,60,678,0.25,0.045454545454545456,2.17
Montgomeryshire,SY,63779,60,839,0.3,0.045454545454545456,2.69
Pembrokeshire,SA,125055,160,820,0.29,0.12121212121212122,2.63
Radnorshire,LD,25821,40,471,0.16,0.030303030303030304,1.51
Banffshire,AB,36500,60,609,0.23,0.045454545454545456,1.95
Berwickshire,TD,21900,60,475,0.18,0.045454545454545456,1.52
Clackmannanshire,FK,51400,1300,40,0.01,0.9848484848484849,0.13
Dumfriesshire,DG,148050,70,1614,0.6,0.05303030303030303,5.14
Fife,KY,371910,760,491,0.18,0.5757575757575758,1.57
Inverness-shire,IV,96006,30,3380,1.29,0.022727272727272728,10.78
Kincardineshire,AB,31400,60,383,0.15,0.045454545454545456,1.22
Kinross-shire,KY,13700,80,142,0.05,0.06060606060606061,0.45
Kirkcudbrightshire,DG,24700,40,863,0.33,0.030303030303030304,2.76
Lanarkshire,"G, ML",1275000,1000,1275,0.47,0.7575757575757576,3.98
Midlothian,EH,546200,1500,364,0.13,1.1363636363636365,1.14
Moray,"AB, IV",95520,80,1194,0.45,0.06060606060606061,3.81
Nairnshire,IV,14900,80,174,0.07,0.06060606060606061,0.56
Orkney,KW,22190,70,316,0.12,0.05303030303030303,1.01
Peeblesshire,EH,14600,40,361,0.14,0.030303030303030304,1.15
Perthshire,PH,155300,80,1927,0.74,0.06060606060606061,6.15
Renfrewshire,PA,347500,1500,232,0.09,1.1363636363636365,0.74
Ross and Cromarty,IV,53400,30,1756,0.67,0.022727272727272728,5.6
Roxburghshire,TD,48000,60,784,0.3,0.045454545454545456,2.5
Selkirkshire,TD,11800,40,263,0.1,0.030303030303030304,0.84
Shetland,ZE,22990,70,567,0.22,0.05303030303030303,1.81
Stirlingshire,"FK, G",292000,490,596,0.22,0.3712121212121212,1.9
Sutherland,IV,13670,10,2028,0.77,0.007575757575757576,6.48
West Lothian,EH,183100,1200,153,0.06,0.9090909090909091,0.49
Wigtownshire,DG,28840,50,490,0.18,0.03787878787878788,1.56
Isle of Man,IM,84497,370,221,0.08,0.2803030303030303,0.7
Channel Islands,"GY, JE",174623,1350,129,0.05,1.0227272727272727,0.41
,,,,,,,
Italy,,,,,,,
Column1.state,Column1.code,Column1.pop2026,Column1.densityMi,Area square miles,No of 3o mile radius areas,Abruzzo as Control,No of 10 mile radius areas
Abruzzo,67xxx,1280000,220,5000,1.77,1,15.92
Aosta Valley,11xxx,125000,38,3263,1.16,0.17272727272727273,10.39
Apulia,70xxx-76xxx,4000000,540,7400,2.62,2.4545454545454546,23.56
Basilicata,75xxx,550000,110,3860,1.36,0.5,12.28
Calabria,88xxx-89xxx,1900000,320,5770,2.04,1.4545454545454546,18.37
Campania,80xxx-83xxx,5700000,1170,4870,1.72,5.318181818181818,15.5
Emilia-Romagna,40xxx-48xxx,4480000,490,9030,3.2,2.227272727272727,28.74
Friuli Venezia Giulia,33xxx-34xxx,1200000,320,2920,1.03,1.4545454545454546,9.29
Lazio,00xxx-04xxx,5900000,890,6650,2.36,4.045454545454546,21.16
Liguria,16xxx-19xxx,1500000,740,2100,0.74,3.3636363636363638,6.69
